CUSTOMER_ID|LIMIT_BAL|SEX|EDUCATION|MARRIAGE|AGE|PAY_3|PAY_4|PAY_5|PAY_6|BILL_AMT2|BILL_AMT3|BILL_AMT4|BILL_AMT5|BILL_AMT6|PAY_AMT2|PAY_AMT3|PAY_AMT4|PAY_AMT5|PAY_AMT6
19366|230000.0|2|2|1|31|0|0|0|0|2716.0|3648.0|6648.0|7982.0|9203.0|1000.0|3000.0|4000.0|2000.0|1000.0
3521|10000.0|1|2|2|27|0|0|0|0|6014.0|7111.0|8120.0|9120.0|0.0|1200.0|1200.0|1000.0|0.0|0.0
12830|120000.0|1|3|1|39|-1|-1|-1|-1|326.0|326.0|326.0|326.0|326.0|326.0|326.0|326.0|326.0|326.0
7565|70000.0|1|1|2|33|0|0|0|0|65443.0|65169.0|64370.0|15082.0|0.0|1680.0|3000.0|142.0|142.0|0.0
7183|110000.0|1|2|2|32|0|0|0|0|101780.0|50815.0|46147.0|39769.0|9353.0|1501.0|1100.0|1000.0|2000.0|41644.0
11987|90000.0|1|2|1|44|0|0|0|0|17441.0|18467.0|19554.0|20028.0|20704.0|1313.0|1400.0|800.0|1000.0|800.0
8134|500000.0|1|1|1|31|-2|-2|-1|0|0.0|0.0|0.0|881.0|881.0|0.0|0.0|881.0|0.0|0.0
15172|200000.0|1|2|1|30|0|0|0|0|116355.0|117802.0|116296.0|60792.0|30808.0|5000.0|6000.0|3000.0|1611.0|55000.0
1680|50000.0|2|2|2|31|0|0|0|0|45861.0|47667.0|48119.0|8257.0|8037.0|3687.0|5000.0|1000.0|309.0|2000.0
3700|200000.0|2|1|2|25|0|0|0|0|200299.0|181617.0|181994.0|150013.0|150283.0|6900.0|7022.0|5300.0|5368.0|5520.0
10874|210000.0|2|3|1|33|0|0|0|2|32756.0|33905.0|35035.0|37465.0|36713.0|2000.0|2000.0|3000.0|0.0|734.0
2673|350000.0|2|1|1|41|0|0|0|0|17826.0|23489.0|29037.0|36213.0|38163.0|6000.0|6000.0|8027.0|8000.0|8000.0
22785|50000.0|2|2|1|44|2|0|0|0|29730.0|28565.0|26601.0|26391.0|27165.0|0.0|1500.0|1000.0|1200.0|1200.0
14269|380000.0|1|2|1|38|-2|-1|-1|-2|0.0|990.0|2086.0|0.0|4069.0|990.0|2086.0|0.0|4069.0|10000.0
26512|140000.0|2|2|2|24|0|0|0|0|35806.0|36823.0|36285.0|36683.0|37150.0|3000.0|1580.0|1294.0|1355.0|5000.0
12615|30000.0|1|3|2|27|0|0|-1|-1|20252.0|22419.0|22075.0|29466.0|28911.0|3008.0|5066.0|29572.0|1911.0|1000.0
12437|160000.0|2|2|2|27|-1|-2|-2|-1|1519.0|0.0|0.0|0.0|2755.0|0.0|0.0|0.0|2755.0|966.0
512|260000.0|1|1|2|28|-1|-1|-1|-1|11515.0|13392.0|22209.0|54807.0|62534.0|13419.0|22209.0|54807.0|62534.0|37935.0
11070|210000.0|2|2|1|34|0|0|-1|0|153941.0|157358.0|3561.0|34600.0|32581.0|7600.0|1019.0|36500.0|3000.0|3000.0
27902|240000.0|1|2|2|38|0|0|0|0|168609.0|172591.0|145144.0|141134.0|127242.0|10000.0|7500.0|5600.0|5500.0|4600.0
5382|110000.0|2|2|1|39|0|0|0|0|91198.0|85136.0|80491.0|78967.0|80628.0|3050.0|2765.0|2304.0|2400.0|1885.0
13703|230000.0|2|1|1|42|-1|-1|-2|-2|-15.0|4685.0|1925.0|2347.0|0.0|4700.0|1925.0|2347.0|0.0|0.0
13472|120000.0|1|3|2|26|0|0|0|0|83432.0|78471.0|77711.0|79250.0|55860.0|4100.0|3000.0|3000.0|2000.0|0.0
8319|90000.0|2|2|2|25|0|0|0|0|79972.0|81415.0|81878.0|83206.0|85350.0|3805.0|3100.0|3200.0|4100.0|2500.0
7642|260000.0|2|2|2|35|0|0|0|0|132175.0|133289.0|134642.0|137065.0|108328.0|4215.0|4101.0|4000.0|3300.0|3300.0
7144|490000.0|2|2|2|35|0|0|-1|0|45281.0|46705.0|41125.0|20205.0|6483.0|5015.0|5007.0|20205.0|3000.0|1181.0
7300|50000.0|2|3|2|23|2|2|2|2|42755.0|43878.0|42877.0|45701.0|46720.0|2100.0|0.0|3850.0|1900.0|1600.0
14369|80000.0|1|2|1|30|0|0|0|3|22668.0|31456.0|40111.0|48633.0|56740.0|9200.0|9200.0|9200.0|9200.0|0.0
19189|180000.0|1|1|2|26|0|-1|-1|-1|25332.0|11991.0|4394.0|200.0|200.0|3007.0|4394.0|200.0|200.0|200.0
26928|80000.0|2|1|2|27|0|0|2|2|43770.0|44455.0|47825.0|48220.0|48884.0|1724.0|4094.0|2300.0|1600.0|0.0
3232|130000.0|1|2|2|31|2|3|3|2|300.0|300.0|300.0|300.0|150.0|0.0|0.0|0.0|0.0|1000.0
10387|280000.0|2|2|2|43|0|0|0|0|280598.0|141996.0|131471.0|134963.0|139471.0|7300.0|5000.0|6000.0|7000.0|6000.0
17385|50000.0|2|3|2|25|0|0|0|0|26777.0|27129.0|26613.0|26057.0|25924.0|1464.0|1401.0|908.0|935.0|924.0
2340|30000.0|2|2|1|48|3|2|2|2|12727.0|12240.0|11747.0|12651.0|12305.0|0.0|0.0|1100.0|0.0|1100.0
6488|290000.0|2|2|1|33|-2|-2|-2|-2|1298.0|2369.0|1298.0|1298.0|1623.0|2369.0|1298.0|1298.0|1623.0|1275.0
10099|620000.0|1|2|2|29|0|0|0|0|524555.0|445543.0|443199.0|451040.0|431316.0|15669.0|16011.0|16000.0|15500.0|17002.0
19907|50000.0|2|3|1|32|2|2|2|2|47429.0|46345.0|49231.0|48537.0|46774.0|0.0|3600.0|1900.0|0.0|3285.0
28549|80000.0|1|1|2|28|0|0|0|0|734.0|1580.0|2338.0|3140.0|3907.0|1044.0|1000.0|2000.0|1500.0|800.0
4013|120000.0|1|1|1|51|0|0|0|0|117781.0|122030.0|114294.0|114144.0|116894.0|8002.0|4200.0|4200.0|8000.0|4000.0
18095|80000.0|2|3|1|54|0|0|0|0|56368.0|42486.0|24500.0|28900.0|29400.0|2000.0|1600.0|5000.0|1000.0|600.0
18453|80000.0|1|1|2|30|2|2|2|2|21644.0|17427.0|67659.0|63815.0|48670.0|41.0|65007.0|53.0|3228.0|0.0
13195|70000.0|1|2|2|40|2|0|0|0|70938.0|69248.0|69366.0|48998.0|27863.0|0.0|2109.0|1500.0|3769.0|0.0
8033|310000.0|1|1|2|30|0|0|0|0|207890.0|24113.0|65010.0|67144.0|60592.0|20000.0|60126.0|20000.0|25000.0|6000.0
21377|420000.0|1|2|2|30|0|0|0|0|113122.0|89586.0|83713.0|55375.0|54291.0|4128.0|3147.0|2018.0|3130.0|3006.0
15437|310000.0|1|2|1|37|-2|-2|-2|-2|1443.0|1443.0|1443.0|1443.0|2886.0|1443.0|1443.0|1443.0|2886.0|0.0
18751|150000.0|2|1|1|34|-1|-1|-1|-1|3102.0|3087.0|2887.0|2887.0|2887.0|3087.0|2887.0|2887.0|2887.0|3103.0
19652|360000.0|2|2|1|32|-1|-1|-1|-1|2389.0|11996.0|0.0|67372.0|66666.0|11996.0|0.0|67372.0|66666.0|66666.0
9377|280000.0|2|3|1|53|0|2|0|0|4405.0|7322.0|7043.0|8932.0|9654.0|3000.0|0.0|2000.0|1000.0|2000.0
12394|10000.0|2|2|2|27|0|0|0|0|7723.0|17734.0|9081.0|8877.0|9261.0|1286.0|500.0|320.0|529.0|500.0
29844|10000.0|1|2|1|37|0|-1|-1|-1|9003.0|0.0|390.0|4555.0|5165.0|0.0|390.0|4555.0|1000.0|6810.0
8173|10000.0|2|3|1|56|2|2|2|0|9808.0|9501.0|10029.0|9730.0|9974.0|0.0|830.0|0.0|400.0|500.0
29723|360000.0|1|2|1|40|-2|-2|-2|-2|256.0|0.0|425.0|1529.0|0.0|0.0|425.0|1529.0|0.0|590.0
5706|360000.0|1|3|1|32|0|0|0|0|191329.0|92915.0|52341.0|51739.0|55079.0|4500.0|2000.0|2100.0|4400.0|2934.0
16684|120000.0|2|1|1|31|2|0|0|-2|4480.0|2080.0|2280.0|0.0|0.0|0.0|200.0|0.0|0.0|0.0
22953|50000.0|2|3|2|22|0|0|0|0|18408.0|19330.0|19561.0|19815.0|18574.0|1573.0|804.0|675.0|738.0|1000.0
25793|110000.0|2|3|1|39|0|0|0|0|106808.0|75540.0|75724.0|74785.0|76079.0|2805.0|3406.0|2670.0|2751.0|2772.0
25689|30000.0|2|3|1|43|2|2|0|0|10040.0|10903.0|10533.0|10132.0|10343.0|1149.0|101.0|348.0|359.0|364.0
29643|50000.0|2|2|2|22|2|2|2|2|40362.0|39441.0|41318.0|13996.0|14974.0|0.0|3003.0|0.0|1206.0|0.0
6183|200000.0|2|1|2|25|0|0|0|0|194059.0|194464.0|76223.0|77822.0|80598.0|5105.0|3000.0|2828.0|4073.0|1794.0
20455|340000.0|2|1|1|41|0|0|0|0|326867.0|322454.0|275928.0|264601.0|265494.0|11000.0|10000.0|10000.0|10000.0|10000.0
2391|60000.0|2|2|2|24|0|0|0|0|18628.0|15069.0|15761.0|5879.0|-2879.0|1308.0|1000.0|118.0|1329.0|41378.0
4516|20000.0|2|2|1|24|-2|-2|-2|-2|0.0|0.0|0.0|0.0|0.0|0.0|0.0|528.0|0.0|0.0
10883|200000.0|2|1|2|40|0|0|0|0|135202.0|137111.0|137121.0|139343.0|141859.0|5047.0|4922.0|4926.0|5105.0|5500.0
14467|160000.0|1|2|2|37|0|0|0|0|118392.0|117553.0|113256.0|112678.0|111924.0|6011.0|3606.0|3803.0|4003.0|3311.0
29884|20000.0|2|2|2|22|2|2|0|0|17439.0|17466.0|17846.0|18310.0|18923.0|600.0|1000.0|1000.0|1000.0|700.0
20249|140000.0|2|2|1|24|-1|-1|-1|-1|696.0|696.0|696.0|696.0|696.0|696.0|696.0|696.0|696.0|696.0
5561|200000.0|2|2|2|34|0|-1|-1|-1|9490.0|6955.0|28300.0|13227.0|11202.0|6797.0|28314.0|13291.0|11258.0|11912.0
17426|50000.0|1|3|2|34|2|2|3|2|45906.0|46872.0|49974.0|50023.0|53367.0|2000.0|4200.0|1170.0|4300.0|0.0
25287|50000.0|2|2|1|38|-2|-2|-2|-2|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1288|130000.0|2|1|2|27|-2|-2|-2|-2|-26.0|3955.0|0.0|708.0|2773.0|3981.0|0.0|708.0|2773.0|860.0
297|40000.0|1|1|2|31|-1|-1|0|0|1884.0|200.0|2601.0|1759.0|-125.0|200.0|2601.0|100.0|0.0|2412.0
20929|200000.0|2|1|2|26|0|0|0|0|21624.0|22409.0|11671.0|5493.0|3288.0|1770.0|2003.0|900.0|1800.0|1569.0
2215|80000.0|2|2|1|39|0|0|0|-1|13290.0|11244.0|13444.0|6782.0|226.0|5000.0|3000.0|2000.0|226.0|0.0
16445|180000.0|1|2|1|47|0|0|0|0|95170.0|97338.0|99694.0|65977.0|67415.0|3700.0|4100.0|2360.0|2500.0|2618.0
23904|340000.0|2|1|1|33|0|-2|-1|-1|40924.0|0.0|0.0|7687.0|21200.0|0.0|0.0|7687.0|21200.0|10600.0
29674|210000.0|2|3|1|42|-1|0|0|-1|1200.0|12466.0|16870.0|17741.0|13049.0|12466.0|6004.0|6000.0|7282.0|9731.0
13919|100000.0|1|1|2|27|0|0|0|0|10628.0|5836.0|6746.0|7889.0|0.0|1000.0|2000.0|3323.0|0.0|0.0
12383|50000.0|2|3|2|27|2|2|0|0|9946.0|10319.0|8603.0|7298.0|6709.0|2446.0|0.0|260.0|1000.0|1214.0
6835|700000.0|2|2|2|34|-2|-2|-2|-2|4343.0|804.0|778.0|1913.0|200.0|804.0|778.0|1916.0|200.0|628.0
29533|180000.0|2|1|2|27|0|0|2|2|151128.0|152785.0|168657.0|165872.0|173667.0|5667.0|18483.0|0.0|11000.0|1842.0
6484|360000.0|2|1|2|54|-1|-2|-1|-1|3270.0|0.0|0.0|621.0|0.0|0.0|0.0|621.0|0.0|0.0
5859|500000.0|1|2|2|44|-1|0|0|-2|26319.0|79424.0|77920.0|55625.0|30092.0|150042.0|4790.0|3236.0|866.0|630.0
17353|50000.0|2|2|1|39|2|2|0|0|23242.0|25451.0|24743.0|25263.0|25763.0|2600.0|0.0|918.0|921.0|1127.0
5130|90000.0|2|1|2|33|-1|-1|-1|-1|6000.0|0.0|3000.0|3000.0|3000.0|0.0|3000.0|3000.0|3000.0|3000.0
680|130000.0|2|1|1|27|-1|-1|-1|-1|8305.0|15253.0|7338.0|3666.0|7856.0|15253.0|7338.0|3669.0|7856.0|7836.0
22844|360000.0|1|3|1|53|-2|-2|-2|-2|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
24623|20000.0|2|2|2|27|0|0|0|0|16255.0|17282.0|18293.0|18661.0|20157.0|1292.0|1303.0|671.0|1800.0|0.0
13246|190000.0|1|2|1|33|0|0|0|-2|102174.0|105230.0|17907.0|-93.0|-483.0|5361.0|1000.0|0.0|0.0|0.0
8456|260000.0|1|1|2|29|-1|-1|-1|0|1432.0|718.0|500.0|5306.0|2091.0|718.0|500.0|5306.0|0.0|770.0
7194|200000.0|2|1|1|35|-1|-1|-1|-1|14224.0|17560.0|3300.0|1920.0|2731.0|17560.0|3300.0|1920.0|2731.0|0.0
828|360000.0|1|2|2|42|-1|-1|-1|-2|10000.0|141.0|7054.0|-2946.0|-2946.0|141.0|7054.0|1941.0|0.0|0.0
2103|210000.0|2|1|1|66|0|0|0|0|135581.0|138644.0|141679.0|92170.0|93998.0|5317.0|5631.0|3345.0|3360.0|3483.0
24180|140000.0|1|2|1|38|2|2|2|2|55007.0|56128.0|56713.0|55796.0|56251.0|2600.0|2100.0|600.0|1500.0|4545.0
15628|50000.0|1|2|2|24|-1|-1|0|-1|390.0|390.0|780.0|390.0|390.0|390.0|780.0|0.0|390.0|0.0
17879|170000.0|1|2|1|26|0|0|0|-2|30751.0|23602.0|16633.0|0.0|51269.0|1500.0|1007.0|0.0|51269.0|1865.0
11652|80000.0|1|2|1|35|0|0|0|0|77201.0|78535.0|79296.0|75274.0|78051.0|3500.0|3322.0|3000.0|5007.0|3000.0
26684|300000.0|2|2|1|31|-1|-1|0|0|316.0|316.0|17597.0|15257.0|9482.0|316.0|17597.0|2000.0|2690.0|2000.0
25994|80000.0|2|2|1|27|0|0|0|0|79062.0|74722.0|40151.0|28424.0|29059.0|2876.0|2052.0|625.0|693.0|84.0
22845|20000.0|2|5|2|37|0|0|0|0|7843.0|10600.0|18660.0|7060.0|0.0|3000.0|8060.0|0.0|0.0|0.0
24080|80000.0|2|2|1|42|0|0|0|2|19559.0|20437.0|26591.0|28350.0|27758.0|1500.0|6500.0|2200.0|0.0|1100.0
20069|20000.0|2|2|2|21|0|-2|-2|-2|9058.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
28447|80000.0|2|2|1|23|0|0|0|0|134880.0|67325.0|68652.0|70388.0|76743.0|2404.0|3000.0|2800.0|7700.0|0.0
14767|230000.0|2|1|2|25|0|0|0|0|54454.0|53457.0|55128.0|52788.0|53671.0|2000.0|2500.0|2500.0|2000.0|2000.0
5075|500000.0|1|1|1|34|-1|2|-1|-1|198.0|198.0|198.0|115397.0|120250.0|0.0|0.0|115399.0|6211.0|2054.0
22199|200000.0|2|2|1|41|-1|-1|-1|2|-60.0|1590.0|8188.0|428.0|278.0|1650.0|8188.0|428.0|0.0|5500.0
9981|240000.0|2|1|2|38|0|0|0|0|172145.0|178840.0|186168.0|166745.0|165582.0|10000.0|10000.0|10000.0|5000.0|10000.0
22|30000.0|2|2|2|26|2|2|0|0|26208.0|28804.0|22335.0|17448.0|17448.0|3400.0|0.0|0.0|0.0|0.0
7837|290000.0|2|1|1|30|-1|-1|-1|-1|1312.0|1311.0|1486.0|1488.0|1650.0|1317.0|1493.0|1495.0|1657.0|35267.0
14876|50000.0|1|3|1|58|2|0|0|2|18720.0|18122.0|18530.0|19089.0|18856.0|0.0|1000.0|1001.0|634.0|638.0
1095|110000.0|2|2|2|25|0|0|0|0|39214.0|39981.0|41312.0|42028.0|42899.0|1700.0|2000.0|1700.0|1700.0|2300.0
14050|350000.0|1|2|2|34|0|0|0|0|29493.0|31838.0|32369.0|33478.0|83304.0|3000.0|3000.0|1500.0|52000.0|3000.0
9833|230000.0|1|2|1|50|0|0|0|0|96269.0|56058.0|57174.0|58371.0|59561.0|1990.0|2003.0|2074.0|2115.0|2094.0
9593|210000.0|2|1|2|34|-1|-1|-1|-1|4053.0|3853.0|3942.0|2338.0|1767.0|3856.0|3945.0|2338.0|1767.0|0.0
24886|30000.0|1|1|1|45|0|0|0|-2|27381.0|28945.0|29373.0|0.0|0.0|2138.0|1102.0|0.0|0.0|0.0
4179|60000.0|1|2|2|39|2|0|0|0|61359.0|58147.0|59399.0|37746.0|37794.0|0.0|2500.0|1316.0|1401.0|3000.0
17855|80000.0|2|3|0|37|-2|-2|-2|-2|3087.0|5210.0|3882.0|4785.0|1000.0|5215.0|3882.0|4785.0|1968.0|0.0
4370|140000.0|1|1|2|29|0|0|0|0|62782.0|63636.0|65570.0|67354.0|69073.0|2500.0|3000.0|3000.0|3000.0|3000.0
1444|220000.0|1|1|2|32|0|0|0|0|213290.0|219202.0|222114.0|173898.0|166686.0|11000.0|8769.0|6678.0|6053.0|6235.0
11926|50000.0|2|3|1|53|-1|-1|-1|2|21190.0|90.0|390.0|1080.0|540.0|90.0|690.0|1080.0|0.0|780.0
17453|200000.0|2|4|2|34|-2|-2|-2|-1|4297.0|15765.0|3997.0|4931.0|429.0|15818.0|4009.0|4945.0|429.0|0.0
22064|160000.0|2|2|2|28|2|2|2|2|107629.0|113902.0|115543.0|118353.0|116298.0|9600.0|5000.0|4800.0|0.0|3900.0
13522|230000.0|2|1|2|27|0|0|0|0|92799.0|94328.0|96203.0|98474.0|98835.0|3401.0|3420.0|3797.0|3476.0|2818.0
25762|30000.0|1|2|2|51|3|2|3|2|25855.0|25146.0|26549.0|25849.0|25285.0|0.0|2113.0|0.0|0.0|2191.0
21961|150000.0|2|1|2|26|0|0|0|0|125651.0|116684.0|101581.0|77741.0|77264.0|4235.0|3161.0|2647.0|2669.0|2669.0
26320|130000.0|2|3|2|27|0|0|0|0|51200.0|88209.0|53958.0|50577.0|41585.0|50577.0|2000.0|2000.0|1488.0|1542.0
17103|110000.0|1|2|1|30|0|0|0|0|109156.0|111795.0|54358.0|58499.0|61445.0|5000.0|3000.0|5000.0|6000.0|3000.0
17548|50000.0|1|2|2|38|0|0|0|0|49641.0|46396.0|19673.0|17083.0|17694.0|2014.0|1000.0|1000.0|3000.0|4000.0
15064|100000.0|2|2|2|28|0|0|0|0|101518.0|97664.0|70995.0|70183.0|71068.0|4000.0|2700.0|2500.0|2800.0|2600.0
